"NBa7we src","d4r55","RfnDt","eaLgGf","fontBodyLarge","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","w8nwRe","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald","fontTitleSmall","DZSIDd","wiI7pd 2","NlVald 2","w8nwRe 2","fontBodySmall 3","fontBodySmall 4","kyuRq 2"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0Qd0Gzx7-o-W0qn7F-oHhorx-ann6UFYRniBmE7Ar1MhRFtO-x6vY7U2LNCPC1lcQidkpw=w50-h50-p-rp-br100","Passport20529896744","","","5/5","6 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Chúng tôi đánh giá cao sự nhiệt tình và tận tâm của các bạn nhân viên, đội ngũ lễ tân đã làm cho kì nghỉ chúng tôi trở nên tuyệt vời, chúng tôi sẽ quay lại trong thời gian sớm nhất.","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXlcVNgctG2UvTrkia9T3OWktlDJhlhylztDzwFEfOsvVikmIk=w50-h50-p-rp-mo-ba12-br100","Trí Vũ","Local Guide · 181 bài đánh giá · 883 ảnh","","5/5","5 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng đẹp, sạch sẽ. Dịch vụ tốt. Lễ tân lịch sự và vị trí đẹp.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","5 tháng trước","Kính gửi Trí Vũ,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocKgdQ-YDjQJlNYUdPuWhK_SlymzKZH3sAGzTX01NBNxN8-tzA=w50-h50-p-rp-mo-br100","Nha Trang","5 bài đánh giá · 4 ảnh","","5/5","9 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tôi đã ở ks Oakwood tại Tp Hồ Chí Minh trong chuyến công tác vừa rồi. Đây quả thật là một nơi đã cho tôi trải nghiệm các dịch vụ chuyên nghiệp, tinh tế đến từng chi tiết, xứng đáng là ks đạt tiêu chuẩn đẳng cấp quốc tế. Phòng ốc sạch sẽ, …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","9 tháng trước","Kính gửi Nha Trang,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocJveXIcoNsWX1SLpzeHjx5fWx2XBT4YavKEpBXIp1OGlKnvEw=w50-h50-p-rp-mo-br100","Hoa Lê","2 bài đánh giá · 2 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn thật sự xứng đáng 5 sao – từ không gian sang trọng, tiện nghi hiện đại đến đội ngũ nhân viên vô cùng chuyên nghiệp và nhiệt tình. Mọi chi tiết đều được chăm chút kỹ lưỡng, mang đến cảm giác thoải mái và đẳng cấp. Rất xịn xò và đáng để quay lại!","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hoa Lê,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWp5Kybe0bTIi75a66VunYNg4yJcUiVxJeG2sjG1yoICHQ-UpKN=w50-h50-p-rp-mo-br100","Su Van","9 bài đánh giá · 3 ảnh","","5/5","3 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng đẹp, vị trí đẹp, nhân viên dễ thương, dịch vụ ok","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 tháng trước","Kính gửi Su Van,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QfnSFWXMd1oJu73a6IhdtgibYcjse2HKQTHeghNQd9Cyw8DYQQJZDCyh-TD68ehXuY-FA=w50-h50-p-rp-br100","Roving11888099447","","","5/5","6 tháng trước trên","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","Tôi đã ở đây và cực kỳ thích cách họ phục vụ, mọi thứ đều rất chỉn chu và tận tâm. Sẽ quay lại vào lần tới 🤩 …","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXSIUb36j5K0--QuB0s35iPH6oCZ5xtSvk189NqqTxIKMxgrNf2LQ=w50-h50-p-rp-mo-ba12-br100","Kim Le","Local Guide · 214 bài đánh giá · 1.334 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mình và bạn chọn ở Oakwood vì gần landmark 81, gần train station (Tân Cảng) để ra Quận 1, tiện ăn uống vui chơi mua sắm với bạn bè. Phòng ốc rộng rãi, sạch sẽ, đầy đủ tiện nghi, dạng service apartment có phòng khách tách biệt với phòng ngủ, …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Cô Kim Lê,

Chào mừng từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocIw2jOK1lNx1cQeZDpg6QJmhiTQkw-kqQ5YMciT1URr4G951g=w50-h50-p-rp-mo-br100","Vũ Nguyên","3 bài đánh giá · 2 ảnh","","5/5","10 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên khách sạn thân thiện, hỗ trợ nhiệt tình
Phòng rộng thoải mái,sạch sẽ, cảm giác như ở nhà hơn là khách sạn
Gần landmark 81,thuận tiện đi lại …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","10 tháng trước","Thân gửi Vũ Nguyên,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách rất nhiều vì đã dành thời gian đánh giá và viết bài nhận xét …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocKtPj8UpEO07yTAMzoozwLbwBAhwi1wvIXpqqEw6dj71XbSlw=w50-h50-p-rp-mo-br100","Ai Le","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Lần đầu mình trải nghiệm dịch vụ ở khách sạn và rất hài lòng. Phòng ở sạch sẽ, nhân viên nhiệt tình hỗ trợ ngay lúc mình cần. Vị trí Khách sạn thì gần Metro và Landmark81, rất hợp lý với nhu cầu muốn đi tham quan của gia đình của mình.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Ai Lê,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUO9M9PpFCdM6hsO5JfEBhEgUUUIGAtxhvI0HieDW8UkVZH-RlC=w50-h50-p-rp-mo-br100","Doan Duc Nguyen","10 bài đánh giá · 2 ảnh","","5/5","7 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên thân thiện, dịch vụ tốt, phòng hiện đại, view đẹp, sẽ quay lại dịp sau","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","7 tháng trước","Kính gửi ông Đoàn Đức Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông/bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWEuGAFErxTyE4dEfDSG0KBdZTWHp2lxOvTECcT1--i7UYcs9fw=w50-h50-p-rp-mo-br100","Nguyễn Hoàng Khang","2 bài đánh giá","","5/5","9 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn rất là tốt từ dịch vụ , phòng cho đến các bạn nhân viên, mình rất thích cách phục vụ và tôn trọng khách hàng của khách sạn. Chắc chắn sẽ quay lại vào lần tiếp theo 🥰 …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","9 tháng trước","Kính gửi ông Nguyễn Hoàng Khang,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWCHdaZp4TnNgMvLJNFkA2W3xsigXhBeKTsXk-DCV75HMCrbis=w50-h50-p-rp-mo-br100","09 - Nguyễn Thị Trà My","6 bài đánh giá","","5/5","10 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Tôi đã có những trải nghiệm thật sự tuyệt vời tại nơi đây khi đi cùng bạn. Ngay từ lúc nhận phòng, chúng tôi đã cảm nhận được sự thân thiện và hiếu khách từ đội ngũ nhân viên – luôn niềm nở, tận tình hỗ trợ. Không gian phòng sạch sẽ, gọn …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","10 tháng trước","Kính gửi bà Nguyễn Thị Trà Mỹ,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUyIFBwb3sY_kjBz9UkQCKNjmNbHZ-WyH1wRsEPZlrW-4OT1N4p9A=w50-h50-p-rp-mo-ba12-br100","Nguyen Thi Cam Tien","Local Guide · 14 bài đánh giá · 14 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mùnh muốn hỏi ad về giá giữ xe ở bãi xe tầng hầm, bảng giá xe niêm yết có mấy ngàn thôi, vậy tại sao mình đi lúc 5h30 sáng thì bảo vệ thu tiền xe tận 40.000, họ noi lý do là trước 6h thu 40.000, trong khi đó bảng giá mình đọc mà khoonh thấy ghi, giải thích giúp mình","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi bà Nguyễn Thị Cẩm Tiến,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWt43N66LvqZwcSRO2YyLkbCina3JBPQOpc0RMTvd1oNMPKxGXP=w50-h50-p-rp-mo-ba12-br100","Trung Tran","Local Guide · 29 bài đánh giá · 116 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Là một khách sạn căn hộ ngay trung tâm thành phố, gần với các địa điểm hot Thành phố. Phòng ốc hiện đại, sang trọng, lối kiến trúc trẻ trung. Có các hạng phòng và view để lựa chọn ( tầng cao đối diện Landmark 81 là một lựa chọn hoàn hảo). …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Trung,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjX9roDsLn0DPxbRBVW061NC4_vXIMmceXT49z90-1lJ9EqEuXKsyA=w50-h50-p-rp-mo-br100","Đỗ Tâm","2 bài đánh giá · 2 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Không gian thoáng mát, phòng ốc thì siêu hợp gu với mình hiii. Mấy anh chị nhân viên thì nhiệt tình nữa. Nói chung nếu có quay lại sẽ tiếp tục ưu tiên đầu tiên","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Đỗ Tâm,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUHynh60vBWwfnzs3Ln2tB2ANCeO2HV4hC-ALgvk5078doprl4H=w50-h50-p-rp-mo-br100","Lan Anh Nguyễn","2 bài đánh giá","","5/5","8 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mình đến đây tuy chỉ ở ít ngày nhưng thật sự rất bất ngờ và ấn tượng với cách phục vụ ở nơi đây, cám ơn các bạn lễ tân, buồng phòng, các bạn bảo vệ và những bạn nhân viên khác đã luôn hết mình vì công việc để đảm bảo dịch vụ khách sạn luôn ở mức tốt nhất 😊😊 …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","8 tháng trước","Kính gửi Lan Anh Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXKzLw4beLjjphCATf4Ai9BEdTSRBecTiwPsIdPzcO6w99Tk6sL=w50-h50-p-rp-mo-br100","Lân World Breaker","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Đây đúng là lựa chọn đúng đắn cho kỳ nghỉ của mình tại TP.HCM. Vị trí thuận tiện, cơ sở vật chất hiện đại và dịch vụ chuyên nghiệp và rất ân cần với khách hàng, khách sạn này đã để lại cho mình một kỳ nghỉ đáng nhớ. …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Lân World Breaker,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocIjk_flBm1jfBSUTeSEe7NqvHU7kEpe6EN8xYZtHcNxt9ufPw=w50-h50-p-rp-mo-br100","LuuHuynh瀏","3 bài đánh giá · 11 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Đồ ăn thì làm khẩu vị vừa ăn ngon, phục vụ nhiệt tình dễ thương, vị trí quán cũng dễ tìm quán decore cũng ổn, website làm bắt mắt dễ thương, nhưng có điểm trừ là khẩu phần quá ít so với giá, ốc len xào dừa ko đắt nhưng 1 phần có xíu à. Mong quán điều chỉnh lại phù hợp hơn.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Quý khách Lưu Huy,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVouJ3ys8LVIfmsnfVwQaBqPgdwqKNZALVXVhlF1uXtBhQAh8He=w50-h50-p-rp-mo-br100","đức duy Võ","4 bài đánh giá · 1 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn ở vị trí thuận tiện, có dịch vụ xe shuttle bus miễn phí đi trung tâm thành phố. View sông Sài Gòn và Landmark rất đẹp, phòng rộng rãi và đầy đủ tiện nghi. Đội ngũ nhân viên và dịch vụ tại đây rất tốt. Sẽ ghé lại nếu có dịp đến Sài Gòn.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi anh Duy,
Xin gửi lời chào trân trọng nhất từ ​​Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn anh rất nhiều vì đã dành thời gian đánh giá tuyệt vời này và viết bài …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUX53RsGyHv9ayxcqUUwqUCHi1i202bJiRNEYp8X_fob8maqcw=w50-h50-p-rp-mo-br100","Phúc Hậu Dễ Thương","3 bài đánh giá","","5/5","11 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mọi thứ ở đây thật tuyệt vời.  Hài lòng 500%. Hãy gìn giữ và phát huy những điều tốt đẹp đang có. Chúc thành công!
❤️❤️❤️❤️❤️❤️","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","11 tháng trước","Kính gửi Phúc Hậu Dễ Thương,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUGBjqoIinUGvOYe5bsqMbiJf5rTQcoR7P-5cByf5O_71VzP-NvgQ=w50-h50-p-rp-mo-br100","3620_Nguyễn Thị Thanh Thùy","2 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Không gian thoải mái, sang trọng, nhân viên phục vụ tận tâm. Cảm ơn khách sạn đã mang đến trải nghiệm tốt khi tôi công tác ở đây","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi bà Nguyễn Thị Thanh Thùy,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bà rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVY-BCi_4kbrKu31poyanp1yWz7MlEDkk_4mXtmDWobsvZeNMpV=w50-h50-p-rp-mo-br100","Hồng Nhung","4 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","rất thích không khí tại khách sạn
Phòng rất sạch sẽ, thoải mái, giường và gối rất mềm mại, êm ái
Các bạn nhân viên cực kì thân thiện và niềm nở …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hồng Nhung,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocK0zIqvyLdtUFmXUfOCuArrgTLjLbyntQknnYoOmn3epw8m_w=w50-h50-p-rp-mo-ba12-br100","Trung Nguyen","Local Guide · 139 bài đánh giá · 1.908 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn có không gian rộng rãi. Phòng rộng và đẹp, đầy đủ tiện nghi. Phòng có view nhìn ra bờ sông. Nhân viên dễ thương, thân thiện. Bãi giữ xe rộng rãi. Xứng đáng với giá tiền. Gần công ty nên tiện đi lại.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Trung Nguyên,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn, Cảm ơn ông đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. Chúng tôi rất vui mừng vì …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWoB3C_ez5wySeUzi6SFxNsiAYZCBC_wvwJwrMACXfSBaDGQj7T=w50-h50-p-rp-mo-br100","Ngọc Ánh","2 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","tôi đã có trải nghiệm tuyệt vời tại đây vào cuối tuần , khách sạn có view đẹp , nhân viên thân thiện dễ thương , chắc chắn tôi sẽ quay lại nếu có dịp","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi cô Ngọc Anh,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn cô rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocJeaX4UAtqsVyyJRGWJQC3VwxmucwX2LrgCHNDuKBE_OHxMug=w50-h50-p-rp-mo-br100","TRƯƠNG THANH PHƯƠNG","3 bài đánh giá","","5/5","Thời gian chỉnh sửa: một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Sau nhiều lần công tác tại Tp. Hồ Chí Minh đây là nơi đầu tiên tôi lựa chọn để nghỉ ngơi trong những chuyến công tác. Nhân viên ở đây cực kì thân thiện và nhiệt tình. Phòng ốc rộng rãi đầy đủ tiện nghi, phòng luôn trong trạng thái sạch sẽ sau khi tôi tan làm về. Một trải nghiệm tuyệt vời !","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Phương,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjU7R2W9lfR3l5tznuzzJAbGmC3Vt19MhpZd4h0fOx5u1EabQzQ=w50-h50-p-rp-mo-ba12-br100","Châu","Local Guide · 29 bài đánh giá · 59 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng ở đây rộng và sạch sẽ, tuy nhiên phải đi taxi khoảng 5 phút vào trung tâm. Giá phòng rất rẻ, buổi tối view sông rất đẹp.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Châu,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUy6Z31-f1nkbEk3tA_aRS3j_8ma7het6TJ_ZCQ1rrNeMEqKGEc=w50-h50-p-rp-mo-ba12-br100","Toan Trinh Xuan","Local Guide · 532 bài đánh giá · 2.325 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rất rộng và đẹp (1,4tr) có bồn tắm.
Có buffet sáng tầng 12, quầy bar dưới sảnh.
Chỗ đậu xe hơi trước cửa. …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi ông Toàn Trinh Xuân,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjW55EiUJ2HU2ho5gVuO77jDfQ0DC2nGwE4fHZLB8Z2o-zRs7Yk=w50-h50-p-rp-mo-br100","Han Dinh","3 bài đánh giá · 1 ảnh","","5/5","4 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Không gian đẹp, nhân viên dễ thương ✨","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","4 tháng trước","Kính gửi ông Han Dinh,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn ông/bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUIzS0SwK3EfgfhsfXkxwh7vRoiXThGHAu_2vqHOonMb-WegtdU=w50-h50-p-rp-mo-ba12-br100","tt_ hoa","Local Guide · 166 bài đánh giá · 798 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rộng và nội thất ổn, thiết kế hiện đại.  So giá phòng trung bình thì được coi là một deal tốt. Chỉ vị trí thì ko được trung tâm lắm.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi chị Hoa,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn chị đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocIaX8qJ8YHYm7xcGnYylReRdFnJn4KBqRxCBWlL4zabNTXTkw=w50-h50-p-rp-mo-ba12-br100","Ngọc Dung Dương","Local Guide · 118 bài đánh giá · 3 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rộng, đầy đủ tiện nghi, mới, sạch sẽ, yên tĩnh, view sông Sài Gòn. Điểm trừ phòng duy nhất là tv không phải smart tv, không xem được youtube hay netflix. Nhân viên chu đáo, dịch vụ tốt.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi bà Dung,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon, Cảm ơn bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. Chúng tôi rất vui mừng vì bà đã …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
